State.Province,merged_clade,collection_date
North Carolina,H1.delta2-N2.1998B,2017
North Carolina,H1.delta2-N2.1998B,2017
Minnesota,H1.delta1a-N2.2002B,2017
Ohio,H1.delta2-N2.2002B,2017
Ohio,H1.delta2-N2.2002B,2017
Oklahoma,H1.delta1b-N2.2002B,2017
Iowa,H1.delta1b-N2.2002A,2017
Iowa,H1.delta1a-N2.2002B,2017
Iowa,H1.delta2-N2.1998B,2017
Iowa,H3.2010.1-N2.2002B,2017
Illinois,H1.delta1a-N2.2002B,2017
Iowa,H3.2010.1-N2.2002B,2017
Iowa,H3.2010.1-N2.2002A,2017
Iowa,H1.delta1b-N2.2002A,2017
Iowa,H3.2010.1-N2.2002B,2017
Iowa,H1.delta1a-N2.2002B,2017
North Carolina,H3.cluster_ivb-N2.1998B,2017
Iowa,H3.2010.1-N2.2002A,2017
Nebraska,H3.cluster_iva-N2.2002B,2017
South Dakota,H1.delta1b-N2.2002A,2017
Minnesota,H3.2010.1-N2.2002A,2017
Iowa,H1.delta2-N2.1998B,2017
North Carolina,H1.delta2-N2.1998B,2017
Iowa,H3.2010.1-N2.2002B,2017
Kansas,H1.delta1a-N2.2002B,2017
North Carolina,H1.alpha-N2.2002B,2017
Iowa,H1.delta1a-N2.2002A,2017
Nebraska,H1.delta1a-N2.2002B,2017
Illinois,H1.delta2-N2.1998B,2017
Iowa,H1.delta1a-N2.2002B,2017
Iowa,H1.delta1a-N2.2002B,2017
Minnesota,H1.delta2-N2.1998B,2017
Iowa,H1.delta1b-N2.2002A,2017
Iowa,H1.delta1a-N2.2002B,2017
Minnesota,H1.delta2-N2.1998B,2017
Missouri,H1.delta2-N2.1998B,2017
North Carolina,H3.2010.1-N2.2002B,2017
North Carolina,H3.2010.1-N2.2002B,2017
North Carolina,H1.alpha-N2.2002B,2017
North Carolina,H1.alpha-N2.2002B,2017
Oklahoma,H1.delta1a-N2.2002B,2017
Texas,H1.alpha-N2.2002B,2017
Maryland,H3.2010.1-N2.2002B,2017
Maryland,H3.2010.1-N2.2002B,2017
Iowa,H3.2010.1-N2.2002B,2017
Minnesota,H1.delta1a-N2.2002B,2017
Ohio,H3.2010.1-N2.2002A,2017
Unknown,H1.alpha-N2.2002B,2017
Iowa,H1.delta1b-N2.2002A,2017
Iowa,H1.delta1b-N2.2002A,2017
Iowa,H3.2010.1-N2.2002B,2017
Iowa,H1.delta1a-N2.2002B,2017
North Carolina,H1.delta2-N2.1998B,2017
Illinois,H1.delta1a-N2.2002B,2017
Illinois,H1.delta1a-N2.2002B,2017
Illinois,H1.alpha-N2.2002B,2017
Iowa,H1.delta1a-N2.2002B,2017
Minnesota,H3.2010.1-N2.2002A,2017
Texas,H3.cluster_iva-N2.2002B,2017
South Dakota,H1.delta1b-N2.2002A,2017
Maryland,H3.2010.1-N2.2002B,2017
Maryland,H3.2010.1-N2.2002B,2017
Texas,H3.cluster_iva-N2.2002B,2017
Minnesota,H3.2010.1-N2.2002B,2017
Minnesota,H1.delta1b-N2.2002A,2017
Minnesota,H1.delta1a-N2.2002B,2017
Oklahoma,H3.2010.2-human_seasonal,2017
Iowa,H1.delta1a-N2.2002A,2017
Iowa,H1.delta1a-N2.2002A,2017
North Carolina,H1.alpha-N2.2002B,2017
North Carolina,H1.delta2-N2.1998B,2017
Oklahoma,H3.2010.2-human_seasonal,2017
Colorado,H1.delta1a-N2.1998A,2017
Iowa,H1.delta1a-N2.2002B,2017
North Carolina,H1.delta2-N2.1998B,2017
South Dakota,H1.alpha-N2.2002B,2017
South Dakota,H1.alpha-N2.2002B,2017
Illinois,H1.delta1a-N2.2002B,2017
North Carolina,H3.2010.1-N2.2002B,2017
Illinois,H1.delta1a-N2.2002B,2017
Iowa,H1.alpha-N2.2002B,2017
Iowa,H1.delta1a-N2.2002B,2017
Nebraska,H1.delta2-N2.1998B,2017
North Carolina,H1.alpha-N2.2002B,2017
North Carolina,H1.alpha-N2.2002B,2017
Illinois,H1.delta1a-N2.2002B,2017
Iowa,H3.2010.1-N2.2002B,2017
Minnesota,H3.2010.1-N2.2002A,2017
Minnesota,H3.cluster_ivb-N2.2002B,2017
North Carolina,H3.cluster_ivb-N2.2002B,2017
Iowa,H1.delta2-N2.1998B,2017
Minnesota,H1.delta1b-N2.2002A,2017
Pennsylvania,H1.delta2-N2.1998B,2017
Illinois,H1.alpha-N2.2002B,2017
Minnesota,H1.delta1a-N2.2002A,2017
Illinois,H1.alpha-N2.2002B,2017
Minnesota,H1.delta1a-N2.2002B,2017
Minnesota,H3.2010.1-N2.2002A,2017
Ohio,H3.cluster_iva-N2.2002B,2017
Illinois,H1.delta1a-N2.2002B,2017
Iowa,H1.alpha-N2.2002B,2017
Iowa,H3.2010.1-N2.2002B,2017
Iowa,H1.delta1b-N2.2002A,2017
Iowa,H3.2010.1-N2.2002B,2017
Iowa,H1.alpha-N2.2002B,2017
Minnesota,H1.delta1b-N2.2002A,2017
Minnesota,H3.cluster_iva-N2.2002B,2017
Illinois,H3.2010.1-N2.2002B,2017
Iowa,H1.delta1a-N2.2002A,2017
Iowa,H3.2010.1-N2.2002B,2017
Unknown,H1.delta1a-N2.2002B,2017
Iowa,H3.2010.1-N2.2002B,2017
Minnesota,H1.delta1a-N2.2002B,2017
Minnesota,H1.delta1b-N2.2002A,2017
Nebraska,H1.alpha-N2.2002B,2017
Iowa,H1.delta1a-N2.2002B,2017
Iowa,H3.cluster_iva-N2.2002B,2017
Iowa,H3.2010.1-N2.2002B,2017
Iowa,H3.2010.1-N2.2002B,2017
Minnesota,H3.2010.1-N2.2002B,2017
Nebraska,H3.cluster_iva-N2.2002A,2017
Iowa,H3.2010.1-N2.2002B,2017
North Carolina,H1.delta2-N2.1998B,2017
North Carolina,H1.alpha-N2.2002B,2017
Iowa,H3.2010.1-N2.2002B,2017
Minnesota,H3.2010.1-N2.2002B,2017
Nebraska,H3.cluster_iva-N2.2002A,2017
North Carolina,H1.delta2-N2.1998B,2017
Illinois,H1.delta2-N2.1998B,2017
Iowa,H3.2010.1-N2.2002A,2017
Iowa,H1.delta1a-N2.2002A,2017
Oklahoma,H1.delta1a-N2.2002B,2017
Illinois,H1.delta1a-N2.2002B,2017
Minnesota,H3.2010.1-N2.2002B,2017
Florida,H3.2010.2-human_seasonal,2017
Unknown,H1.alpha-N2.2002B,2017
Iowa,H3.2010.1-N2.2002B,2017
North Carolina,H3.2010.1-N2.2002B,2017
North Carolina,H3.2010.1-N2.2002B,2017
Iowa,H1.delta1a-N2.2002B,2017
Iowa,H1.delta1a-N2.2002B,2017
Iowa,H1.delta1a-N2.2002B,2017
Texas,H1.alpha-N2.2002B,2017
Texas,H1.alpha-N2.2002B,2017
Missouri,H3.2010.1-N2.2002A,2017
North Carolina,H3.2010.1-N2.2002B,2017
Illinois,H1.alpha-N2.2002B,2017
Missouri,H3.2010.1-N2.2002B,2017
Iowa,H3.2010.1-N2.2002A,2017
Iowa,H3.2010.1-N2.2002B,2017
Minnesota,H1.delta1a-N2.2002B,2017
Minnesota,H1.delta1a-N2.2002B,2017
Indiana,H1.delta2-N2.1998B,2017
Iowa,H3.2010.1-N2.2002A,2017
Iowa,H3.2010.1-N2.2002B,2017
Minnesota,H3.2010.1-N2.2002B,2017
North Carolina,H3.cluster_iva-N2.2002B,2017
Pennsylvania,H1.delta2-N2.1998B,2017
Minnesota,H1.delta1a-N2.2002B,2017
Nebraska,H1.delta1a-N2.2002B,2017
Illinois,H1.delta1a-N2.2002B,2017
Unknown,H1.delta1a-N2.2002B,2017
Iowa,H1.delta1a-N2.2002B,2017
Ohio,H3.2010.1-N2.2002B,2017
Iowa,H1.delta2-N2.1998B,2017
Iowa,H1.delta1b-N2.2002A,2017
Missouri,H3.2010.1-N2.2002B,2017
Nebraska,H3.2010.1-N2.2002B,2017
Ohio,H3.2010.1-N2.2002A,2017
Pennsylvania,H1.delta2-N2.1998B,2017
Minnesota,H1.alpha-N2.2002B,2017
Missouri,H3.2010.1-N2.2002A,2017
Oklahoma,H1.delta1a-N2.2002A,2017
Oklahoma,H1.delta1a-N2.2002B,2017
Iowa,H1.delta2-N2.1998B,2017
Minnesota,H3.2010.1-N2.2002A,2017
Minnesota,H1.alpha-N2.2002B,2017
Nebraska,H1.delta1b-N2.2002B,2017
Oklahoma,H1.delta1a-N2.2002B,2017
Illinois,H1.delta1a-N2.2002B,2017
Iowa,H1.alpha-N2.2002B,2017
Iowa,H3.2010.1-N2.2002A,2017
Nebraska,H1.delta1a-N2.2002B,2017
Ohio,H1.delta1a-N2.2002B,2017
Indiana,H1.delta2-N2.1998B,2017
Iowa,H3.2010.1-N2.2002B,2017
Iowa,H3.cluster_iva-N2.2002B,2017
Illinois,H3.2010.1-N2.2002B,2017
Iowa,H1.delta2-N2.1998B,2017
Iowa,H1.alpha-N2.2002B,2017
Iowa,H1.delta2-N2.1998B,2017
Minnesota,H3.2010.1-N2.2002B,2017
Minnesota,H3.2010.1-N2.2002B,2017
Missouri,H1.delta1a-N2.2002A,2017
North Carolina,H3.2010.1-N2.2002B,2017
Unknown,H1.delta1a-N2.2002B,2017
Indiana,H1.delta1a-N2.2002B,2017
Kansas,H1.alpha-N2.2002B,2017
Missouri,H3.cluster_ivb-N2.2002B,2017
Ohio,H3.2010.1-N2.2002A,2017
Minnesota,H3.2010.1-N2.2002B,2017
North Carolina,H1.delta2-N2.1998B,2017
Illinois,H1.alpha-N2.2002B,2017
Iowa,H1.delta1b-N2.2002A,2017
Iowa,H1.delta1b-N2.2002A,2017
Nebraska,H3.2010.1-N2.2002B,2017
Iowa,H3.2010.1-N2.2002B,2017
South Dakota,H1.delta1b-N2.2002A,2017
South Dakota,H3.cluster_iva-N2.2002B,2017
Indiana,H1.delta1a-N2.2002B,2017
Missouri,H3.2010.1-N2.2002A,2017
North Carolina,H1.delta2-N2.1998B,2017
Iowa,H1.delta2-N2.1998B,2017
South Dakota,H3.cluster_iva-N2.2002B,2017
Iowa,H3.2010.1-N2.2002B,2017
Iowa,H3.2010.1-N2.2002B,2017
Iowa,H1.delta2-N2.1998B,2017
Missouri,H1.gamma-N2.2002A,2017
Missouri,H1.gamma-N2.2002A,2017
Iowa,H3.2010.1-N2.2002B,2017
Nebraska,H3.cluster_ivb-N2.2002B,2017
Iowa,H1.delta2-N2.1998B,2017
North Carolina,H3.cluster_ivb-N2.1998B,2017
Illinois,H1.delta2-N2.1998B,2017
Nebraska,H3.cluster_iva-N2.2002A,2017
Oklahoma,H1.alpha-N2.2002B,2017
Illinois,H1.delta1a-N2.2002B,2017
Iowa,H3.2010.1-N2.2002B,2017
Iowa,H3.2010.1-N2.2002B,2017
Pennsylvania,H1.delta2-N2.1998B,2017
Iowa,H3.cluster_iva-N2.2002A,2017
Iowa,H3.2010.1-N2.2002B,2017
North Carolina,H3.2010.1-N2.2002B,2017
Arkansas,H3.2010.2-human_seasonal,2017
Iowa,H3.2010.1-N2.2002A,2017
Iowa,H3.2010.1-N2.2002B,2017
Iowa,H3.2010.1-N2.2002B,2017
Oklahoma,H3.2010.2-human_seasonal,2017
South Dakota,H1.delta1b-N2.2002A,2017
South Dakota,H1.delta1b-N2.2002A,2017
Utah,H3.2010.1-N2.2002B,2017
Iowa,H1.delta1b-N2.2002A,2017
Iowa,H3.2010.1-N2.2002A,2017
Minnesota,H3.2010.1-N2.2002B,2017
Minnesota,H3.2010.1-N2.2002B,2017
North Carolina,H1.delta2-N2.1998B,2017
South Dakota,H1.delta1b-N2.2002A,2017
Arkansas,H3.2010.1-N2.2002A,2017
Iowa,H1.delta2-N2.1998B,2017
Iowa,H3.2010.1-N2.2002B,2017
North Carolina,H1.delta2-N2.1998B,2017
Illinois,H1.delta1a-N2.2002B,2017
Minnesota,H3.2010.1-N2.2002B,2017
Iowa,H3.2010.1-N2.2002B,2017
Nebraska,H3.cluster_ivb-N2.2002B,2017
Ohio,H3.2010.1-N2.2002A,2017
Minnesota,H3.2010.1-N2.2002B,2017
Minnesota,H3.cluster_ivc-N2.2002B,2017
Nebraska,H1.delta1a-N2.2002B,2017
Iowa,H1.delta1a-N2.2002B,2017
North Carolina,H1.delta2-N2.1998B,2017
Illinois,H1.delta1a-N2.2002B,2018
Iowa,H3.2010.1-N2.2002B,2018
Iowa,H1.delta2-N2.1998B,2018
Illinois,H1.delta2-N2.1998B,2018
Iowa,H1.delta2-N2.1998B,2018
Iowa,unknown-1998,2018
Iowa,H1.delta1a-N2.2002B,2018
Indiana,H1.delta1a-N2.2002B,2018
Iowa,H3.2010.1-N2.2002A,2018
Nebraska,H3.2010.1-N2.2002B,2018
North Carolina,H3.2010.1-N2.2002B,2018
Ohio,H1.alpha-N2.2002B,2018
South Dakota,H1.delta1b-N2.2002A,2018
Iowa,H1.delta2-N2.1998B,2018
Iowa,H1.delta1a-N2.2002A,2018
Iowa,H3.2010.1-N2.2002A,2018
Nebraska,H3.2010.1-N2.2002B,2018
South Dakota,H3.2010.1-N2.2002A,2018
Iowa,H1.delta2-N2.1998B,2018
Minnesota,H3.2010.1-N2.2002B,2018
Nebraska,H3.cluster_ivb-1998,2018
Illinois,H3.2010.1-N2.2002B,2018
Iowa,H1.delta2-N2.1998B,2018
Minnesota,H3.2010.1-N2.2002B,2018
North Carolina,H3.2010.1-N2.2002B,2018
North Carolina,H1.delta1a-N2.2002B,2018
North Carolina,H3.2010.1-N2.2002B,2018
North Carolina,H3.2010.1-N2.2002B,2018
North Carolina,H1.delta2-N2.1998B,2018
Nebraska,H1.delta1a-N2.2002B,2018
North Carolina,H3.2010.1-N2.2002B,2018
Minnesota,H1.delta1b-N2.2002A,2018
Texas,H3.cluster_iva-N2.2002B,2018
Minnesota,H3.2010.1-N2.2002A,2018
Nebraska,H3.cluster_ivb-1998,2018
North Carolina,H3.cluster_ivb-N2.2002B,2018
North Carolina,H1.delta2-N2.1998B,2018
Iowa,H3.cluster_ivb-N2.2002B,2018
Nebraska,H3.2010.1-N2.2002B,2018
Wisconsin,H3.2010.1-N2.2002B,2018
Missouri,H3.2010.1-N2.2002A,2018
Minnesota,H1.delta2-N2.1998B,2018
Kansas,H3.cluster_iva-N2.2002A,2018
Minnesota,H1.delta2-N2.1998B,2018
South Dakota,H1.delta1b-N2.2002A,2018
Utah,H3.2010.1-N2.2002B,2018
Iowa,H1.delta1a-N2.2002B,2018
Missouri,H3.2010.1-N2.2002A,2018
North Carolina,H1.alpha-N2.2002B,2018
Iowa,H3.2010.1-N2.2002B,2018
Nebraska,H3.cluster_ivb-N2.2002B,2018
Illinois,H1.alpha-N2.2002B,2018
Illinois,H1.delta2-N2.1998B,2018
Iowa,H1.delta2-N2.1998B,2018
Illinois,H1.alpha-N2.2002B,2018
Iowa,H1.delta2-N2.1998B,2018
Iowa,H1.delta1a-N2.2002B,2018
Iowa,H1.delta1a-N2.2002B,2018
Missouri,H1.delta1a-N2.2002B,2018
North Carolina,H3.2010.1-N2.2002B,2018
Indiana,H1.delta1a-N2.2002B,2018
Iowa,H1.alpha-N2.2002B,2018
Nebraska,H3.cluster_iva-N2.2002A,2018
North Carolina,H3.2010.1-N2.2002B,2018
Unknown,H1.delta1b-N2.2002A,2018
Texas,H1.delta1a-N2.2002B,2018
Texas,H1.alpha-N2.2002B,2018
North Carolina,H3.2010.1-N2.2002B,2018
Indiana,H1.alpha-N2.2002B,2018
Indiana,H1.delta2-N2.1998B,2018
Iowa,H3.2010.1-N2.2002B,2018
Iowa,H1.delta2-N2.1998B,2018
Nebraska,H3.cluster_ivb-N2.2002B,2018
Iowa,H3.cluster_iva-N2.2002B,2018
Iowa,H3.2010.1-N2.2002B,2018
Iowa,H1.delta1a-N2.2002B,2018
North Carolina,H3.2010.1-N2.2002B,2018
Unknown,H1.alpha-N2.2002B,2018
Indiana,H1.delta2-N2.1998B,2018
Iowa,H1.delta2-N2.1998B,2018
Iowa,H3.2010.1-N2.2002B,2018
Iowa,H3.cluster_iva-N2.2002B,2018
Minnesota,H3.2010.1-N2.2002B,2018
Colorado,H1.delta1a-N2.2002B,2018
Iowa,H1.delta2-N2.1998B,2018
Kansas,H3.cluster_iva-N2.2002A,2018
Iowa,H3.2010.1-N2.2002A,2018
Missouri,H1.gamma-N2.2002A,2018
Iowa,H3.2010.1-N2.2002B,2018
Missouri,H1.gamma-N2.2002A,2018
Illinois,H3.2010.1-N2.2002A,2018
Iowa,H3.2010.1-N2.2002B,2018
Minnesota,H3.2010.1-N2.2002B,2018
Nebraska,H3.cluster_iva-N2.2002A,2018
Ohio,H3.2010.1-N2.2002B,2018
Iowa,H1.delta1a-N2.2002A,2018
North Carolina,H3.2010.1-N2.2002B,2018
Indiana,H1.delta1a-N2.2002B,2018
Iowa,H1.alpha-N2.2002B,2018
Nebraska,H1.delta1b-N2.2002A,2018
Iowa,H1.delta1a-N2.2002B,2018
Iowa,H1.delta1a-N2.2002A,2018
Minnesota,H3.2010.1-N2.2002A,2018
South Dakota,H3.cluster_iva-N2.2002A,2018
Indiana,H1.gamma-N2.2002B,2018
Minnesota,H1.delta1a-N2.2002B,2018
Unknown,H3.cluster_iva-N2.2002A,2018
Iowa,H3.2010.1-N2.2002B,2018
Minnesota,H1.gamma-N2.2002B,2018
Minnesota,H3.cluster_ivb-N2.2002B,2018
Minnesota,H1.delta1a-N2.2002B,2018
Oklahoma,H1.delta1a-N2.2002A,2018
Colorado,H1.delta1a-N2.1998A,2018
Iowa,H1.gamma-N2.2002B,2018
Iowa,H1.delta2-N2.1998B,2018
Oklahoma,H1.delta1a-N2.2002B,2018
North Carolina,H3.cluster_ivb-N2.2002B,2018
Iowa,H1.delta1a-N2.2002B,2018
Minnesota,H1.delta1a-N2.2002B,2018
Ohio,H3.cluster_iva-N2.2002B,2018
Iowa,H1.delta2-N2.1998B,2018
Missouri,H3.2010.1-N2.2002A,2018
Ohio,H3.cluster_iva-N2.2002B,2018
Iowa,H1.delta2-N2.1998B,2018
Minnesota,H3.cluster_iva-N2.2002B,2018
Illinois,H3.cluster_ive-N2.2002A,2018
Minnesota,H3.2010.1-N2.2002B,2018
Minnesota,H3.2010.1-N2.2002B,2018
Minnesota,H1.delta1a-N2.2002B,2018
Oklahoma,H1.alpha-N2.2002B,2018
Iowa,H1.delta2-N2.1998B,2018
Ohio,H3.cluster_iva-N2.2002B,2018
Indiana,H1.delta1a-N2.2002B,2018
Iowa,H3.2010.1-N2.2002A,2018
Minnesota,H3.2010.1-N2.2002B,2018
Minnesota,H3.2010.1-N2.2002A,2018
Unknown,H1.delta1a-N2.2002B,2018
Ohio,H3.2010.1-N2.2002B,2018
Illinois,H1.alpha-N2.2002B,2018
Iowa,H1.delta2-N2.1998B,2018
Iowa,H3.cluster_iva-N2.2002A,2018
Ohio,H3.cluster_iva-N2.2002B,2018
Iowa,H3.2010.1-N2.2002B,2018
Missouri,H1.delta2-N2.1998B,2018
North Carolina,H1.alpha-N2.2002B,2018
Iowa,H3.2010.1-N2.2002A,2018
Iowa,H3.2010.1-N2.2002B,2018
Iowa,H1.delta1b-N2.2002B,2018
Missouri,H1.delta2-N2.1998B,2018
Iowa,H1.delta1a-N2.2002B,2018
Iowa,H3.2010.1-N2.2002A,2018
Iowa,H1.delta1a-N2.2002B,2018
Tennessee,unknown-1998,2018
Minnesota,H1.delta2-N2.1998B,2018
Iowa,H1.delta2-N2.1998B,2018
Kansas,H3.cluster_iva-N2.2002A,2018
Minnesota,H3.cluster_iva-N2.2002A,2018
Oklahoma,H1.alpha-N2.2002B,2018
Iowa,H3.2010.1-N2.2002A,2018
North Carolina,H3.2010.1-N2.2002B,2018
Minnesota,H3.cluster_iva-N2.2002A,2018
Indiana,H1.alpha-N2.2002B,2018
Iowa,H1.alpha-N2.2002B,2018
Nebraska,H3.cluster_ivb-N2.2002B,2018
Oklahoma,H3.2010.1-N2.2002A,2018
Missouri,H1.delta2-N2.1998B,2018
Iowa,H1.alpha-N2.2002B,2018
Iowa,H3.2010.1-N2.2002A,2018
Nebraska,H3.cluster_iva-N2.2002A,2018
Illinois,H1.delta1a-N2.2002B,2018
Iowa,H1.delta2-N2.1998B,2018
Iowa,H1.delta1a-N2.2002B,2018
Iowa,H1.delta1a-N2.2002B,2018
Iowa,H1.delta1a-N2.2002B,2018
Indiana,H1.delta2-N2.1998B,2018
Iowa,H3.2010.1-N2.2002B,2018
North Carolina,H1.delta2-N2.1998B,2018
Indiana,H1.alpha-N2.2002B,2018
Iowa,H1.alpha-N2.2002B,2018
Iowa,H3.2010.1-N2.2002A,2018
Iowa,H3.2010.1-N2.2002B,2018
Texas,H3.2010.1-N2.2002A,2018
Minnesota,H3.2010.1-N2.2002A,2018
Iowa,H3.2010.1-N2.2002B,2018
Kansas,H1.delta1a-N2.2002A,2018
Utah,H3.2010.1-N2.2002B,2018
Indiana,H1.delta1a-N2.2002B,2018
Indiana,H1.delta1a-N2.2002B,2018
Kansas,H1.alpha-N2.2002B,2018
Kansas,H3.2010.1-N2.2002A,2018
Iowa,H3.2010.1-N2.2002B,2018
Iowa,H3.2010.1-N2.2002B,2018
Nebraska,H3.cluster_ivb-1998,2018
North Carolina,H3.2010.1-N2.2002B,2018
Illinois,H1.delta1a-N2.2002B,2018
Nebraska,H1.delta1b-N2.2002A,2018
North Carolina,H3.2010.1-N2.2002B,2018
Illinois,H1.alpha-N2.2002B,2018
Iowa,H3.cluster_ivb-N2.1998B,2018
Minnesota,H3.2010.1-N2.2002B,2018
North Carolina,H3.2010.1-N2.2002B,2018
Missouri,H1.delta2-N2.1998B,2018
Iowa,H1.delta1a-N2.1998B,2018
North Carolina,H1.delta2-N2.1998B,2018
Iowa,H1.alpha-N2.2002B,2018
Iowa,H1.delta2-N2.1998B,2018
Iowa,H1.delta2-N2.1998B,2018
Nebraska,H3.cluster_iva-N2.2002A,2018
Iowa,H3.2010.1-N2.2002B,2018
Iowa,H1.delta2-N2.2002A,2018
Iowa,H3.2010.1-N2.2002B,2018
Minnesota,H3.2010.1-N2.2002B,2018
Nebraska,H1.delta1b-N2.2002A,2018
Missouri,H3.2010.1-N2.2002A,2018
North Carolina,H3.2010.1-N2.2002B,2018
Minnesota,H1.delta2-N2.1998B,2018
Iowa,H3.2010.1-N2.2002A,2018
Iowa,H3.2010.1-N2.2002B,2018
North Carolina,H3.2010.1-N2.2002B,2018
North Carolina,H3.2010.1-N2.2002B,2018
Iowa,H3.2010.1-N2.2002B,2018
Iowa,H1.delta1a-N2.2002B,2018
Nebraska,H3.cluster_iva-N2.2002A,2018
Iowa,H1.delta1b-N2.2002A,2018
Minnesota,H1.delta1a-N2.2002B,2018
Iowa,H3.2010.1-N2.2002A,2018
Kansas,H3.cluster_ivb-N2.2002B,2018
Minnesota,H1.gamma-1998,2018
Arkansas,H1.delta2-N2.1998B,2018
Iowa,H3.2010.1-N2.2002B,2018
Iowa,H1.delta1a-N2.2002B,2018
North Carolina,H3.2010.1-N2.2002B,2018
Arkansas,H3.2010.2-human_seasonal,2018
Iowa,H3.2010.1-N2.2002A,2018
Minnesota,H3.2010.1-N2.2002B,2018
Minnesota,H3.2010.1-N2.2002B,2018
Iowa,H3.2010.1-N2.2002A,2018
Minnesota,H1.delta2-N2.1998B,2018
Minnesota,H3.2010.1-N2.2002B,2018
Minnesota,H3.2010.1-N2.2002B,2018
North Carolina,H3.2010.1-N2.2002B,2018
Minnesota,H3.2010.1-N2.2002B,2018
South Dakota,H1.delta1b-N2.2002A,2018
Illinois,H1.alpha-N2.2002B,2018
Iowa,H3.2010.1-N2.2002B,2018
Iowa,H3.2010.1-N2.2002B,2018
Nebraska,H3.2010.1-N2.2002B,2018
Nebraska,H1.delta1a-N2.2002B,2018
Oklahoma,H1.alpha-N2.2002B,2018
Iowa,H1.alpha-N2.2002B,2018
Iowa,H1.delta2-N2.1998B,2018
Minnesota,H1.gamma2-H1.beta-like-1998,2018
Minnesota,H1.delta1b-N2.2002A,2018
Oklahoma,H1.alpha-N2.2002B,2018
North Carolina,H3.2010.1-N2.2002B,2018
Arkansas,H3.2010.2-human_seasonal,2018
Iowa,H1.delta1a-N2.2002A,2018
Missouri,H3.2010.1-N2.2002B,2018
Oklahoma,H1.alpha-N2.2002B,2018
Texas,H1.delta1a-N2.2002A,2018
Iowa,H3.2010.1-N2.2002B,2018
Minnesota,H3.2010.1-N2.2002B,2018
Iowa,H3.2010.1-N2.2002A,2018
North Carolina,H3.2010.1-N2.2002B,2018
North Carolina,H3.2010.1-N2.2002B,2018
Nebraska,H3.cluster_iva-N2.2002A,2018
Nebraska,H3.cluster_iva-N2.2002A,2018
Iowa,H1.delta2-N2.1998B,2018
Nebraska,H1.delta1a-N2.2002B,2018
Iowa,H3.cluster_iva-N2.2002B,2018
Minnesota,H1.delta2-N2.1998B,2018
Nebraska,H3.2010.1-N2.2002B,2018
North Carolina,H1.gamma-N2.2002A,2018
Nebraska,H3.cluster_ivb-N2.2002B,2018
Nebraska,H3.cluster_iva-N2.2002A,2018
Iowa,H3.2010.1-N2.2002A,2018
Iowa,H1.delta2-N2.1998B,2018
Iowa,H3.2010.1-N2.2002B,2018
Iowa,H1.delta2-N2.2002A,2018
Iowa,H1.delta2-N2.1998B,2018
Iowa,H1.delta1b-N2.2002A,2018
Iowa,H3.2010.1-N2.2002B,2018
North Carolina,H3.2010.1-N2.2002B,2018
North Carolina,H1.delta2-N2.1998B,2018
Illinois,H1.delta1a-N2.2002B,2018
Iowa,H1.delta1b-N2.2002A,2018
Oklahoma,H1.alpha-N2.2002B,2018
Iowa,H3.2010.1-N2.2002B,2018
Michigan,H3.cluster_ivb-N2.2002B,2018
Nebraska,H3.cluster_iva-N2.2002A,2018
Oklahoma,H1.alpha-N2.2002B,2018
Indiana,H3.2010.2-human_seasonal,2018
Iowa,H1.alpha-N2.2002B,2018
Minnesota,H1.delta2-N2.1998B,2018
Michigan,H1.delta2-N2.1998B,2018
Nebraska,H3.cluster_iva-N2.2002A,2018
Nebraska,H3.cluster_iva-N2.2002B,2018
California,H1.delta2-N2.1998B,2018
Iowa,H1.delta2-N2.1998B,2018
Oklahoma,H1.alpha-N2.2002B,2018
Oklahoma,H1.alpha-N2.2002B,2018
Kansas,H1.delta1a-N2.2002A,2018
Ohio,H1.delta2-N2.1998B,2018
Arkansas,H3.2010.2-human_seasonal,2018
Iowa,H1.delta2-N2.1998B,2018
Indiana,H1.delta2-N2.1998B,2018
Iowa,H3.2010.1-N2.2002A,2018
Iowa,H1.delta1a-N2.2002B,2018
Iowa,H3.2010.1-N2.2002B,2018
Arkansas,H3.2010.2-human_seasonal,2018
Arkansas,H3.2010.2-human_seasonal,2018
Iowa,H3.2010.1-N2.2002B,2018
Iowa,H1.alpha-N2.2002B,2018
Minnesota,unknown-1998,2018
Minnesota,H3.cluster_iv-N2.2002A,2018
Minnesota,H3.2010.1-N2.2002B,2018
Ohio,H1.alpha-N2.2002B,2018
South Dakota,H1.delta1b-N2.2002A,2018
Minnesota,H1.delta1b-N2.2002A,2018
North Carolina,H1.delta2-N2.1998B,2018
Arkansas,H3.2010.2-human_seasonal,2018
Michigan,H1.delta2-N2.1998B,2018
North Carolina,H3.2010.1-N2.2002B,2018
Utah,H3.2010.1-N2.2002B,2018
Iowa,H3.cluster_iva-N2.2002B,2018
North Carolina,H1.alpha-N2.2002B,2018
Missouri,H3.2010.1-N2.2002B,2018
North Carolina,H3.2010.1-N2.2002B,2018
Iowa,H1.delta1b-N2.2002B,2018
Nebraska,H3.cluster_ivb-N2.2002B,2018
North Carolina,H1.alpha-N2.2002B,2018
Indiana,H1.delta2-N2.1998B,2018
Indiana,H1.delta2-N2.1998B,2018
Iowa,H1.delta2-N2.1998B,2018
Iowa,H3.2010.1-N2.2002B,2018
Iowa,H1.alpha-N2.2002B,2018
Iowa,H1.delta2-N2.1998B,2018
